hcluster_id,country_name,country_isoa3,commodities_list,snl_id
00000000000000000106,Argentina,ARG,Silver;Gold;Lead;Zinc;Copper,59042
00000000000000000107,Argentina,ARG,Silver;Gold,55318
00000000000000000108,Argentina,ARG,Molybdenum,56145
00000000000000000109,Argentina,ARG,U3O8,57201
00000000000000000110,Argentina,ARG,Lithium,60483
00000000000000000111,Argentina,ARG,Gold,30135
00000000000000000112,Argentina,ARG,Gold;Silver;Copper;Molybdenum,30262
00000000000000000113,Argentina,ARG,Gold;Copper;Molybdenum,59408;41904;29508
00000000000000000114,Argentina,ARG,Gold;Silver,54470;60875
00000000000000000115,Argentina,ARG,Gold;Silver,64482;28717
00000000000000000116,Argentina,ARG,Gold,28509
00000000000000000117,Argentina,ARG,Gold,54663
00000000000000000118,Argentina,ARG,Gold;Copper;Silver,56838;36454;30206;31066;50759
00000000000000000119,Argentina,ARG,Gold;Silver,60879;56558;29804
00000000000000000120,Argentina,ARG,Copper;Gold,62343
00000000000000000121,Argentina,ARG,Gold;Silver,56839;62317
00000000000000000122,Argentina,ARG,U3O8;Molybdenum,40869;58978;35879
00000000000000000123,Argentina,ARG,Gold;Silver,60881
00000000000000000124,Argentina,ARG,U3O8;Molybdenum,34900;58979
00000000000000000125,Argentina,ARG,Copper;Silver,29507
00000000000000000126,Argentina,ARG,Gold,54838
00000000000000000127,Argentina,ARG,Copper;Gold;Silver,64128
00000000000000000128,Argentina,ARG,Lithium;Lanthanides;Thorium;U3O8;Niobium;Molybdenum;Tin;Tantalum;Tungsten;Bismuth,60820
00000000000000000129,Argentina,ARG,Gold;Silver,32542
00000000000000000130,Argentina,ARG,Copper;Gold,28242
00000000000000000131,Argentina,ARG,Gold;Silver;Copper;Molybdenum,32866;66721
00000000000000000132,Argentina,ARG,Gold;Silver,60874
00000000000000000133,Argentina,ARG,Gold,66662
00000000000000000134,Argentina,ARG,Lithium;Borates,37701
00000000000000000135,Argentina,ARG,Gold;Silver,57046
00000000000000000136,Argentina,ARG,Gold;Copper;Molybdenum;Lanthanides;Cerium;Lanthanum;U3O8,54835;37954;38698
00000000000000000137,Argentina,ARG,Gold;Silver,31219;38061;53973
00000000000000000138,Argentina,ARG,Gold;Copper;Silver,55338;56279
00000000000000000139,Argentina,ARG,Lithium;Tantalum;Niobium,78214
00000000000000000140,Argentina,ARG,Copper,32189
00000000000000000141,Argentina,ARG,Lithium;Potash,81451;81374;37624;40251;37059
00000000000000000142,Argentina,ARG,Gold;Silver,59587
00000000000000000143,Argentina,ARG,NA,40652;77807;80115;81899
00000000000000000144,Argentina,ARG,U3O8;Molybdenum,57889;34899;36623;37996
00000000000000000145,Argentina,ARG,Copper;Molybdenum;Gold,28778
00000000000000000146,Argentina,ARG,Copper;Molybdenum;Gold,38836
00000000000000000147,Argentina,ARG,Gold;Silver;Copper;Zinc;Lead,65295
00000000000000000148,Argentina,ARG,Gold,54637
00000000000000000149,Argentina,ARG,Gold,54840
00000000000000000150,Argentina,ARG,Silver;Zinc;Lead;Gold,35657
00000000000000000151,Argentina,ARG,Gold;Copper;Zinc;Lead;Silver,57047
00000000000000000152,Argentina,ARG,Gold,38633
00000000000000000153,Argentina,ARG,Gold;Silver;Lithium,30077;37629
00000000000000000154,Argentina,ARG,Gold;Copper,55005
00000000000000000155,Argentina,ARG,Gold,28642
00000000000000000156,Argentina,ARG,Gold;Silver,34545;66072
00000000000000000157,Argentina,ARG,Gold;Silver,32883;53133;62315;60216
00000000000000000158,Argentina,ARG,Gold;Silver;Molybdenum;Copper;Zinc;Lead;U3O8,55979;27369;55787;27997;56512
00000000000000000159,Argentina,ARG,Copper,49993
00000000000000000160,Argentina,ARG,Zinc;Silver;Copper;Lead;Gold,30151
00000000000000000161,Argentina,ARG,Copper;Gold;Molybdenum,65390
00000000000000000162,Argentina,ARG,Silver;Zinc;Lead,40595
00000000000000000163,Argentina,ARG,Gold;Silver,38496
00000000000000000164,Argentina,ARG,Copper;Molybdenum;Silver;Gold,39443
00000000000000000165,Argentina,ARG,Gold;Iron Ore;Silver;Copper;Lithium,63251;55699;41867
00000000000000000166,Argentina,ARG,Coal,67656
00000000000000000167,Argentina,ARG,Gold;Silver,34615
00000000000000000168,Argentina,ARG,Gold;Silver,66720
00000000000000000169,Argentina,ARG,Copper;Molybdenum,66717;29630
00000000000000000170,Argentina,ARG,Copper;Molybdenum,66718
00000000000000000171,Argentina,ARG,Gold;Silver,54497;38495;54416;37031;80555
00000000000000000172,Argentina,ARG,Copper;Gold;Silver;Lithium;Potash;Potassium Chloride,53603;32121;52372;28397;31001;37628;59728;37630
00000000000000000173,Argentina,ARG,Copper;Gold,54026
00000000000000000174,Argentina,ARG,Copper;Gold;Silver,77019;33273
00000000000000000175,Argentina,ARG,Silver;Lead;Zinc,49892
00000000000000000176,Argentina,ARG,Gold;Silver,78989;35840
00000000000000000177,Argentina,ARG,Gold;Silver,53615
00000000000000000178,Argentina,ARG,Gold,56251
00000000000000000179,Argentina,ARG,Lithium,78773
00000000000000000180,Argentina,ARG,Gold;Silver,57875
00000000000000000181,Argentina,ARG,Gold;Silver,27822
00000000000000000182,Argentina,ARG,Gold;Silver,57877
00000000000000000183,Argentina,ARG,U3O8,56075
00000000000000000184,Argentina,ARG,Gold;Copper;Silver,30072
00000000000000000185,Argentina,ARG,Copper;Gold,65884
00000000000000000186,Argentina,ARG,Copper;Gold;Silver,39365
00000000000000000187,Argentina,ARG,Gold;Copper;Silver,80612;28937
00000000000000000188,Argentina,ARG,Gold;Silver,31690
00000000000000000189,Argentina,ARG,U3O8;Vanadium,35146;55441
00000000000000000190,Argentina,ARG,Gold;Silver,32978
00000000000000000191,Argentina,ARG,Gold,64379;30193
00000000000000000192,Argentina,ARG,Gold;Copper;Silver;Lead;Zinc,30416;56040
00000000000000000193,Argentina,ARG,Gold;Silver,56441
00000000000000000194,Argentina,ARG,Gold;Silver,61072
00000000000000000195,Argentina,ARG,Copper;Gold;Molybdenum;Silver,31171;32363;31789
00000000000000000196,Argentina,ARG,Gold,56057
00000000000000000197,Argentina,ARG,Gold;Silver,40710;63987
00000000000000000198,Argentina,ARG,Gold,55941
00000000000000000199,Argentina,ARG,Gold,55940
00000000000000000200,Argentina,ARG,Copper;Molybdenum;Silver;Gold,28810
00000000000000000201,Argentina,ARG,Silver;Lead;Zinc,36899
00000000000000000202,Argentina,ARG,Gold;Silver,60880
00000000000000000203,Argentina,ARG,Copper;Molybdenum;Silver;Gold,56194
00000000000000000204,Argentina,ARG,Gold;Copper,37622;38518;29276
00000000000000000205,Argentina,ARG,Lithium,80212
00000000000000000206,Argentina,ARG,Silver;Lead,57045
00000000000000000207,Argentina,ARG,Gold;Copper;Silver,81329;31405
00000000000000000208,Argentina,ARG,Copper;Gold,57865
00000000000000000209,Argentina,ARG,Copper;Gold;U3O8;Silver,35144;38050
00000000000000000210,Argentina,ARG,Gold,56278
00000000000000000211,Argentina,ARG,Gold;Silver,26751
00000000000000000212,Argentina,ARG,Gold;Zinc;Lead;Silver;Copper,54836
00000000000000000213,Argentina,ARG,Iron Ore,41280
00000000000000000214,Argentina,ARG,Gold,68029
00000000000000000215,Argentina,ARG,Copper;Gold;Silver;Molybdenum,31067;53725
00000000000000000216,Argentina,ARG,Copper;Zinc;Gold;Silver,29476
00000000000000000217,Argentina,ARG,Copper;Gold,57065
00000000000000000218,Argentina,ARG,Gold;Silver;Copper;Molybdenum,53530;29098;31971;26927;31087;65585;29040
00000000000000000219,Argentina,ARG,Gold;Copper;Zinc;Molybdenum,30224
00000000000000000220,Argentina,ARG,Gold,28929;29645
00000000000000000221,Argentina,ARG,Zinc;Lead;Silver;U3O8;Gold,29379;29805
00000000000000000222,Argentina,ARG,Gold;Silver,55788
00000000000000000223,Argentina,ARG,Lithium;Gold;Potash,79236;56015;37611;37612
00000000000000000224,Argentina,ARG,Gold,53199
00000000000000000225,Argentina,ARG,Gold,29013;28643
00000000000000000226,Argentina,ARG,U3O8,52163
00000000000000000227,Argentina,ARG,Gold;Silver,29269
00000000000000000228,Argentina,ARG,U3O8,35471
00000000000000000229,Argentina,ARG,Gold,64070
00000000000000000230,Argentina,ARG,Copper;Molybdenum;Gold;Silver;Lead,64116;30878;29499;40785;55866
00000000000000000231,Argentina,ARG,Lithium,79956
00000000000000000232,Argentina,ARG,Copper;Gold,61874
00000000000000000233,Argentina,ARG,U3O8,36231
00000000000000000234,Argentina,ARG,Gold;Silver,31403
00000000000000000235,Argentina,ARG,Lanthanides;Thorium;Silver;Copper;Gold;Niobium;Zinc;Lead,62780
00000000000000000236,Argentina,ARG,Lanthanides,62924
00000000000000000237,Argentina,ARG,Silver;Gold,34804;33488
00000000000000000238,Argentina,ARG,U3O8,39750
00000000000000000239,Argentina,ARG,Potash;Potassium Oxide;Copper;Silver,54839
00000000000000000240,Argentina,ARG,Potash;Potassium Oxide,58046
00000000000000000241,Argentina,ARG,Potash;Potassium Oxide;Lead;Zinc;U3O8,61977
00000000000000000242,Argentina,ARG,Potash;Potassium Oxide;Lead;Zinc;U3O8,62323
00000000000000000243,Argentina,ARG,Phosphate,50161
00000000000000000244,Argentina,ARG,Potash;Potassium Oxide,67672
00000000000000000245,Argentina,ARG,Lithium,78657
00000000000000000246,Argentina,ARG,Gold;Molybdenum,59346
00000000000000000247,Argentina,ARG,Lithium;Potash;Magnesium,57753
00000000000000000248,Argentina,ARG,Gold;Silver;Copper;Arsenic;Lead;Antimony,54638;31058;53402;32685
00000000000000000249,Argentina,ARG,Gold,30086
00000000000000000250,Argentina,ARG,Copper;Zinc;Silver;Gold,28451
00000000000000000251,Argentina,ARG,Gold;Silver;Lead;Zinc,54566
00000000000000000252,Argentina,ARG,Gold,32111
00000000000000000253,Argentina,ARG,Gold;Silver,60876;36653
00000000000000000254,Argentina,ARG,Gold,33040
00000000000000000255,Argentina,ARG,Silver;Gold,32632
00000000000000000256,Argentina,ARG,Gold;Silver,29872
00000000000000000257,Argentina,ARG,Gold;Silver;Copper;Lead;Zinc,34623
00000000000000000258,Argentina,ARG,Gold;Silver,79328;35974
00000000000000000259,Argentina,ARG,Silver;Lead,35746
00000000000000000260,Argentina,ARG,U3O8,36446
00000000000000000261,Argentina,ARG,U3O8,60070
00000000000000000262,Argentina,ARG,Silver;Gold,65252
00000000000000000263,Argentina,ARG,Gold,54842
00000000000000000264,Argentina,ARG,Gold;Silver,60878
00000000000000000265,Argentina,ARG,Gold;Silver,54636
00000000000000000266,Argentina,ARG,U3O8;Vanadium,35032
00000000000000000267,Argentina,ARG,Gold,29290
00000000000000000268,Argentina,ARG,Copper;Nickel;Platinum;Palladium;Cobalt;Gold;Rhodium;Silver,33901;56975
00000000000000000269,Argentina,ARG,Gold;Silver,32518
00000000000000000270,Argentina,ARG,Lanthanides,62572
00000000000000000271,Argentina,ARG,Lithium;Lanthanides;U3O8,81685;37704
00000000000000000272,Argentina,ARG,Gold;Silver,64383
00000000000000000273,Argentina,ARG,Gold,31678
00000000000000000274,Argentina,ARG,Gold;Silver;Zinc;Lead;Copper,49806;29058
00000000000000000275,Argentina,ARG,Lithium;Tantalum,79753
00000000000000000276,Argentina,ARG,Silver;Gold,53198
00000000000000000277,Argentina,ARG,Copper;Silver,29524;56616
00000000000000000278,Argentina,ARG,Silver;Lead;Gold,36144
00000000000000000279,Argentina,ARG,Gold;Silver;Copper;Zinc;Lead,57333
00000000000000000280,Argentina,ARG,Gold;Silver;Copper,55036
00000000000000000281,Argentina,ARG,Gold,65694
00000000000000000282,Argentina,ARG,Copper;Gold;Silver;Molybdenum,34032;53419
00000000000000000283,Argentina,ARG,Gold;Silver,41894
00000000000000000284,Argentina,ARG,Gold;Silver;Lead;Copper;Zinc,26752
00000000000000000285,Argentina,ARG,Gold;Silver,32484
00000000000000000286,Argentina,ARG,Gold;Silver,54647
00000000000000000287,Argentina,ARG,Gold;Silver,53460;30483
00000000000000000288,Argentina,ARG,Silver;Lead;Zinc,54837
00000000000000000289,Argentina,ARG,Coal;Gold;Copper;Zinc;Lead,51053;57767
00000000000000000290,Argentina,ARG,Lithium;Potash,37586
00000000000000000291,Argentina,ARG,Gold;Silver,59588
00000000000000000292,Argentina,ARG,Silver;Gold;Lead;Zinc,29275
00000000000000000293,Argentina,ARG,Copper;Silver,28906
00000000000000000294,Argentina,ARG,Copper;Molybdenum,66719
00000000000000000295,Argentina,ARG,Copper;Gold,53796
00000000000000000296,Argentina,ARG,Gold;Lithium,56090;59776
00000000000000000297,Argentina,ARG,Tin;Silver;Lead;Zinc;Gold,28902;29426;57648
00000000000000000298,Argentina,ARG,Silver;Lead;Copper;Zinc,32679
00000000000000000299,Argentina,ARG,Vanadium,81190
00000000000000000300,Argentina,ARG,Potash,37229;35301
00000000000000000301,Argentina,ARG,U3O8,56107
00000000000000000302,Argentina,ARG,Coal,41768
00000000000000000303,Argentina,ARG,Gold,30037
00000000000000000304,Argentina,ARG,Gold;Copper;Lead;Molybdenum;Bismuth,29372
00000000000000000305,Argentina,ARG,Gold;Silver,55070
00000000000000000306,Argentina,ARG,Silver;Gold,63803
00000000000000000307,Argentina,ARG,Gold;Silver,57663
00000000000000000308,Argentina,ARG,Copper;Gold;Iron Ore,33067
00000000000000000309,Argentina,ARG,U3O8,57702
00000000000000000310,Argentina,ARG,Copper;Gold,54314
00000000000000000311,Argentina,ARG,Copper;Gold;Silver;Molybdenum;Lead;Zinc,29731
00000000000000000312,Argentina,ARG,Gold;Silver,32462
00000000000000000313,Argentina,ARG,Gold,58512
00000000000000000314,Argentina,ARG,Gold;Copper,29051
00000000000000000315,Argentina,ARG,Gold;Silver,53614
00000000000000000316,Argentina,ARG,Gold,53529
00000000000000000317,Argentina,ARG,Gold,65696
00000000000000000318,Argentina,ARG,Silver;Gold;Zinc;Lead;Indium,33391;54495;36004
00000000000000000319,Argentina,ARG,Lithium;Potash,37960;60740;80004
00000000000000000320,Argentina,ARG,Gold;Copper;Silver;Zinc;Lead,35309
00000000000000000321,Argentina,ARG,Lithium,77162
00000000000000000322,Argentina,ARG,Silver;Copper;Lead;Zinc,30547
00000000000000000323,Argentina,ARG,Lithium;Gold,77967
00000000000000000324,Argentina,ARG,Copper;Molybdenum,39363
00000000000000000325,Argentina,ARG,Phosphate,37335
00000000000000000326,Argentina,ARG,Copper;Gold,65389
00000000000000000327,Argentina,ARG,Gold;Silver,60877
00000000000000000328,Argentina,ARG,Silver;Gold,55319
00000000000000000329,Argentina,ARG,U3O8,56669
00000000000000000330,Argentina,ARG,Gold;Silver;U3O8,54105
00000000000000000331,Argentina,ARG,Lithium;Potash;Gold;Silver,78109;62136
00000000000000000332,Argentina,ARG,Gold;Copper,29646;64941
00000000000000000333,Argentina,ARG,Gold;Platinum;Palladium;Copper,41545
00000000000000000334,Argentina,ARG,U3O8,35087
00000000000000000335,Argentina,ARG,U3O8;Copper;Silver,35662
00000000000000000336,Argentina,ARG,Lithium,60484;80111;60739
00000000000000000337,Argentina,ARG,Gold;Silver,54496
00000000000000000338,Argentina,ARG,Lanthanides,37133
00000000000000000339,Argentina,ARG,Coal,41769
00000000000000000340,Argentina,ARG,Copper;Gold;Silver,65028
00000000000000000341,Argentina,ARG,Gold,64069
00000000000000000342,Argentina,ARG,Lithium;Potash,66354
00000000000000000343,Argentina,ARG,Lithium,81348
00000000000000000344,Argentina,ARG,Gold;Silver,56152
00000000000000000345,Argentina,ARG,Lithium;Potash,37470
00000000000000000346,Argentina,ARG,Lithium,37631
00000000000000000347,Argentina,ARG,Lithium;Potash,36162
00000000000000000348,Argentina,ARG,Lithium,78516
00000000000000000349,Argentina,ARG,Potash;Potassium Oxide;Lithium;Borates;Potassium Chloride,58159
00000000000000000350,Argentina,ARG,Lithium,38323
00000000000000000351,Argentina,ARG,U3O8,36215
00000000000000000352,Argentina,ARG,Lithium,41787
00000000000000000353,Argentina,ARG,Lithium;Potash,78568
00000000000000000354,Argentina,ARG,Gold;Silver,37110;55317
00000000000000000355,Argentina,ARG,Copper;Gold,28301
00000000000000000356,Argentina,ARG,U3O8,57202
00000000000000000357,Argentina,ARG,Silver;Gold;Lead;Zinc,30587
00000000000000000358,Argentina,ARG,Gold,55956
00000000000000000359,Argentina,ARG,Copper;Gold,58220
00000000000000000360,Argentina,ARG,Lithium;Tantalum;Spodumene,78509
00000000000000000361,Argentina,ARG,Copper;Gold,54749
00000000000000000362,Argentina,ARG,Gold;Silver;Zinc;Lead;Indium,34787
00000000000000000363,Argentina,ARG,Gold,66661
00000000000000000364,Argentina,ARG,Gold;Copper,29498
00000000000000000365,Argentina,ARG,Copper;Gold;Silver;Molybdenum;Iron Ore,63249
00000000000000000366,Argentina,ARG,Gold;Silver,34614
00000000000000000367,Argentina,ARG,Gold;Copper,38082
00000000000000000368,Argentina,ARG,Gold;Silver;Copper,30890
00000000000000000369,Argentina,ARG,Copper;Zinc;Lead;Caesium;Gold;Silver,58225
00000000000000000370,Argentina,ARG,U3O8,40145
00000000000000000371,Argentina,ARG,U3O8;Molybdenum,55332
00000000000000000372,Argentina,ARG,Gold,40431;57285
00000000000000000373,Argentina,ARG,Gold;Silver,30036
00000000000000000374,Argentina,ARG,Phosphate,64222
00000000000000000375,Argentina,ARG,Iron Ore,32404
00000000000000000376,Argentina,ARG,Zinc;Gold;Silver,50219
00000000000000000377,Argentina,ARG,U3O8,35053;55525
00000000000000000378,Argentina,ARG,Copper;Gold,62132
00000000000000000379,Argentina,ARG,Lanthanides,37319
00000000000000000380,Argentina,ARG,U3O8,40146
00000000000000000381,Argentina,ARG,Platinum;Palladium,31967
00000000000000000382,Argentina,ARG,Gold;Lead;Copper;Silver,54841
00000000000000000383,Argentina,ARG,Zinc;Lead,36269
00000000000000000384,Argentina,ARG,Silver;Copper;Lead;Zinc;Gold,33733
00000000000000000385,Argentina,ARG,Gold;Silver,60873
00000000000000000386,Argentina,ARG,Lithium;Potash,78031
00000000000000000387,Argentina,ARG,Silver,56612
00000000000000000388,Argentina,ARG,U3O8,57758
00000000000000000389,Argentina,ARG,Iron Ore,38990
00000000000000000390,Argentina,ARG,Silver;Tin;Copper;Zinc,61529
00000000000000000391,Argentina,ARG,U3O8,57415
00000000000000000392,Argentina,ARG,Gold;Silver;Copper;Zinc;Lead,61239
00000000000000000393,Argentina,ARG,Gold;Silver,31257
00000000000000000394,Argentina,ARG,Silver;Gold,54417
00000000000000000395,Argentina,ARG,U3O8,57703
00000000000000000396,Argentina,ARG,Zinc;Silver;Lead;Gold;Copper,29629
00000000000000000397,Argentina,ARG,Gold,57361
00000000000000000398,Argentina,ARG,NA,81814
00000000000000000411,Armenia,ARM,Iron Ore;U3O8,65576;66993
00000000000000000412,Armenia,ARM,Copper;Molybdenum;Rhenium;Gold;Silver,31215;33748
00000000000000000413,Armenia,ARM,Copper;Gold;Silver;Molybdenum,62747;29572;39798;31214
00000000000000000414,Armenia,ARM,Gold;Silver;Copper,35909;30444
00000000000000000415,Armenia,ARM,Gold;Silver,28647
00000000000000000416,Armenia,ARM,Copper;Zinc;Lead;Gold;Silver,31213
00000000000000000417,Armenia,ARM,Copper;Molybdenum;Gold,39797
00000000000000000418,Armenia,ARM,Gold;U3O8,55897
00000000000000000419,Armenia,ARM,Gold;Silver;Copper;Molybdenum,35078
00000000000000000420,Armenia,ARM,Iron Ore;Gold;Silver,40746;30175;36905
00000000000000000421,Armenia,ARM,Gold;Copper;Zinc;Silver;Lead,31402;28793
00000000000000000422,Armenia,ARM,Gold,40742
00000000000000000423,Armenia,ARM,Gold;Silver;Lead;Zinc;Copper,34119;64315
00000000000000000424,Armenia,ARM,Gold,50252
00000000000000000425,Armenia,ARM,Copper,39799
00000000000000000426,Armenia,ARM,Iron Ore,65577
00000000000000000427,Armenia,ARM,Copper;Molybdenum;Rhenium;Gold;Silver;Zinc,29283
00000000000000000428,Armenia,ARM,Gold;Silver,28731
00000000000000000429,Australia,AUS,Coal,66178
00000000000000000430,Australia,AUS,Gold;Nickel;Cobalt;Copper;Zinc;Silver;Lead,29968;63665;52997;33502;27197;66522;52855;60770;64881;79325;26370;31614;77760;66089;30690;52871;26377;28725;66088;63602;29592;36895;66090;50583;55856;34665;33009;35423;35630;80630
00000000000000000431,Australia,AUS,Silver;Lead;Zinc;Gold;U3O8;Copper;Manganese,59744
00000000000000000432,Australia,AUS,Copper;Gold;Silver,49948
00000000000000000433,Australia,AUS,Gold,26388;52598;29908;65557;32331
00000000000000000434,Australia,AUS,Gold;Copper;Zinc;Silver,57812;27158;80798;52839;52878;78560;54469;26959;33529;37192;29610;39538
00000000000000000435,Australia,AUS,U3O8;Gold;Iron Ore;Phosphate;Nickel;Copper;Lanthanides;Zinc;Lead;Silver;Lithium;Cobalt;Manganese;Samarium;Scandium;Platinum;Palladium,36102;52729;57451;62989;27497;37331;55472;28687;34729;36602;62606;57041;25693;31294;55217
00000000000000000436,Australia,AUS,Gold;Nickel;U3O8;Potash;Silver;Antimony;Cobalt;Copper,52954;28247;54793;37724;35796;80636;35096;39910;35458;25640;34719;63660
00000000000000000437,Australia,AUS,Tin;Tungsten;Magnetite;Iron Ore;Coal,27075;52683;69472;52872;68417
00000000000000000438,Australia,AUS,Diamonds,33944
00000000000000000439,Australia,AUS,Lead;Silver;Copper;Gold;Zinc,31365
00000000000000000440,Australia,AUS,Iron Ore;Copper;Zinc;Lead;Gold;Silver;Lithium;Tantalum,35262;56843;63281;35628;37575;33358;58339;30358;56161;61568;63487;55129;28337
00000000000000000441,Australia,AUS,U3O8,58042
